investor_id,fund_id,date,type,amount_m
4,4,2021-12-31,Distribution,1.7240271308229933
4,4,2023-12-31,Distribution,5.182633110419411
5,4,2013-12-31,Capital Call,-0.23555250329493635
5,4,2014-06-30,Capital Call,-0.2308489785445212
5,4,2015-06-30,Capital Call,-0.2900229652376689
5,4,2016-06-30,Capital Call,-0.3444933553374112
5,4,2023-12-31,Distribution,11.040147770573995
5,8,2011-03-31,Capital Call,-0.1490785341495447
5,8,2011-06-30,Capital Call,-0.1781031665282812
5,8,2013-03-31,Capital Call,-0.21879251239525788
5,8,2013-09-30,Capital Call,-0.308115081282995
5,8,2013-12-31,Capital Call,-0.2855087320035555
5,8,2014-03-31,Capital Call,-0.22650610012446615
5,8,2015-09-30,Distribution,0.08937554566582523
5,8,2017-09-30,Distribution,0.32739157491462784
5,8,2020-09-30,Distribution,1.0276066527345105
5,8,2020-12-31,Distribution,1.2651971400188036
5,8,2021-03-31,Distribution,0.8988508122837617
5,8,2021-06-30,Distribution,0.5523153195335524
5,8,2022-03-31,Distribution,1.5870530058715557
5,8,2022-06-30,Distribution,2.445785862199281
5,8,2022-09-30,Distribution,1.9756275868654685
5,15,2010-06-30,Capital Call,-0.35756853260900723
5,15,2010-12-31,Capital Call,-0.2808703241130036
5,15,2011-06-30,Capital Call,-0.11224981658284684
5,15,2011-09-30,Capital Call,-0.37124221759530135
5,15,2011-12-31,Capital Call,-0.16218192003746518
5,15,2012-03-31,Capital Call,-0.29734197583322813
5,15,2012-09-30,Capital Call,-0.35686876616432406
5,15,2013-03-31,Capital Call,-0.15167644706482353
5,15,2017-09-30,Distribution,1.3633860512212082
5,15,2018-12-31,Distribution,0.6710301370761588
5,15,2019-12-31,Distribution,1.7263608789616358
5,15,2021-03-31,Distribution,1.1905289266338848
5,15,2021-06-30,Distribution,2.8379971610612675
6,18,2010-09-30,Capital Call,-0.1979774448351254
6,18,2010-12-31,Capital Call,-0.10915240424124252
6,18,2011-03-31,Capital Call,-0.41133684533424725
6,18,2011-06-30,Capital Call,-0.3284562196020051
6,18,2011-09-30,Capital Call,-0.31400663584217137
6,18,2011-12-31,Capital Call,-0.2956493079539968
6,18,2012-06-30,Capital Call,-0.21791884190868957
6,18,2013-03-31,Capital Call,-0.2658672514178232
6,18,2014-03-31,Capital Call,-0.02963504886469881
6,18,2018-03-31,Distribution,0.7127421245748835
6,18,2018-12-31,Distribution,1.9143706851149038
6,18,2021-03-31,Distribution,2.295703265102982
6,18,2022-06-30,Distribution,7.090511934484102
6,17,2010-12-31,Capital Call,-0.14020743922784962
6,17,2011-03-31,Capital Call,-0.30333842462671295
6,17,2011-06-30,Capital Call,-0.3111254618998263
6,17,2012-03-31,Capital Call,-0.3383087265519935
6,17,2013-12-31,Capital Call,-0.11744759972002974
6,17,2014-03-31,Capital Call,-0.16653122202677706
6,17,2015-03-31,Capital Call,-0.13503796782380792
6,17,2017-03-31,Distribution,0.4441368596644913
6,17,2018-12-31,Distribution,0.9086934009403191
6,17,2019-09-30,Distribution,0.763935984647581
6,17,2020-03-31,Distribution,0.10867164702381657
6,17,2020-06-30,Distribution,0.1591699857296334
6,17,2020-09-30,Distribution,0.6401612370825036
6,17,2021-06-30,Distribution,2.2280797097810043
6,17,2021-09-30,Distribution,0.47431831118243684
6,17,2022-03-31,Distribution,1.0114874037216661
6,17,2022-09-30,Distribution,3.1759096355517134
6,11,2010-03-31,Capital Call,-0.17012279421038362
6,11,2010-06-30,Capital Call,-0.1294160369436927
6,11,2011-03-31,Capital Call,-0.2368124989874141
6,11,2011-12-31,Capital Call,-0.200332806524512
6,11,2014-03-31,Capital Call,-0.17883347770659194
6,11,2015-12-31,Distribution,0.10203202291630548
6,11,2016-12-31,Distribution,0.14115282308830973
6,11,2018-12-31,Distribution,0.5431968266062868
6,11,2019-03-31,Distribution,0.23603353868510601
6,11,2019-06-30,Distribution,0.16711686380655846
6,11,2019-09-30,Distribution,0.27038583783328507
6,11,2020-03-31,Distribution,0.05394984947563757
6,11,2020-12-31,Distribution,0.22841918011377513
6,11,2021-03-31,Distribution,0.4292100052747783
7,8,2010-06-30,Capital Call,-0.06693104403814798
7,8,2010-09-30,Capital Call,-0.22929148137986702
7,8,2011-06-30,Capital Call,-0.09695826690056693
7,8,2012-12-31,Capital Call,-0.07941549037104645
7,8,2013-06-30,Capital Call,-0.1028938189609513
7,8,2013-09-30,Capital Call,-0.22185990062952812
7,8,2017-06-30,Distribution,0.3517021915899873
7,8,2019-06-30,Distribution,0.5305639330667186
7,8,2019-12-31,Distribution,0.7128716456899706
7,8,2020-03-31,Distribution,0.18752025327147248
7,8,2020-06-30,Distribution,0.3163780593050905
7,8,2020-12-31,Distribution,0.6702794617906279
7,8,2021-03-31,Distribution,0.8961262400772848
7,8,2021-12-31,Distribution,0.6861044203831996
7,8,2022-03-31,Distribution,1.1215215244033778
7,2,2010-03-31,Capital Call,-0.24951528541547274
7,2,2010-06-30,Capital Call,-0.3060718520517699
7,2,2011-12-31,Capital Call,-0.14877202190108862
7,2,2012-12-31,Capital Call,-0.19031137520184604
7,2,2013-12-31,Capital Call,-0.2681672476803009
7,2,2018-09-30,Distribution,0.8120820755135836
7,2,2018-12-31,Distribution,0.41361597607004774
7,2,2019-06-30,Distribution,0.4833188122422666
7,2,2020-12-31,Distribution,1.0388105324864265
7,2,2021-03-31,Distribution,0.28832276070621193
7,2,2021-06-30,Distribution,0.20851945959285406
7,2,2021-09-30,Distribution,0.8642557472488318
7,18,2010-03-31,Capital Call,-0.30667747524158384
7,18,2010-09-30,Capital Call,-0.22335035039568132
7,18,2010-12-31,Capital Call,-0.1104804467568097
7,18,2011-12-31,Capital Call,-0.09876823232252695
7,18,2012-03-31,Capital Call,-0.08251210749855421
7,18,2012-06-30,Capital Call,-0.12982059223096867
7,18,2012-09-30,Capital Call,-0.16881533178962937
7,18,2012-12-31,Capital Call,-0.28532110846104497
7,18,2013-03-31,Capital Call,-0.1442543553032012
7,18,2015-12-31,Distribution,0.11355538671364239
7,18,2016-06-30,Distribution,0.06601081609315577
7,18,2018-06-30,Distribution,0.914858788766917
7,18,2018-09-30,Distribution,0.4455609135016313
7,18,2019-03-31,Distribution,0.36568167369424
7,18,2019-06-30,Distribution,0.804029124773743
7,18,2019-09-30,Distribution,0.20443013513303968
7,18,2020-12-31,Distribution,0.9503424951171402
7,18,2021-12-31,Distribution,1.714253379272389
7,25,2012-12-31,Capital Call,-0.29229293508691223
7,25,2014-09-30,Capital Call,-0.10603190789059844
7,25,2015-03-31,Capital Call,-0.17638209808474745
7,25,2017-03-31,Capital Call,-0.27507135739456573
7,25,2017-12-31,Distribution,0.2630022038760738
7,25,2020-09-30,Distribution,0.7282183331414367
7,25,2020-12-31,Distribution,0.38299925945005703
7,25,2021-09-30,Distribution,0.40080356878678464
7,25,2022-12-31,Distribution,0.7184106682653001
7,25,2023-03-31,Distribution,1.2605533655762615
8,8,2010-03-31,Capital Call,-0.3125931978237629
8,8,2010-12-31,Capital Call,-0.30279353878336907
8,8,2011-06-30,Capital Call,-0.14490062518736482
8,8,2016-12-31,Distribution,0.3709108436072739
8,8,2017-12-31,Distribution,0.49265236959430303
8,8,2019-06-30,Distribution,0.4693982745656756
8,8,2019-09-30,Distribution,0.4025931487654133
8,8,2020-03-31,Distribution,0.054908216378748854
8,8,2020-06-30,Distribution,0.08940130793855401
8,8,2020-09-30,Distribution,0.6720086959980425
8,8,2021-03-31,Distribution,0.33425571160025086
8,8,2021-06-30,Distribution,0.48050591310932156
8,8,2021-09-30,Distribution,0.16766437192917832
8,8,2021-12-31,Distribution,0.2227177736354404
8,10,2011-12-31,Capital Call,-0.24794282203888346
8,10,2012-03-31,Capital Call,-0.41143030660744856
8,10,2012-12-31,Capital Call,-0.4014399404352016
8,10,2013-03-31,Capital Call,-0.16962222072270272
8,10,2013-09-30,Capital Call,-0.40638630708629225
8,10,2018-03-31,Distribution,0.9871795847733706
8,10,2018-06-30,Distribution,1.103206426172534
8,10,2018-09-30,Distribution,0.2632933668304494
8,10,2019-12-31,Distribution,0.9202089916696824
8,10,2021-03-31,Distribution,0.8978684076282364
8,10,2021-09-30,Distribution,1.0855855594689996
8,10,2022-06-30,Distribution,0.7495748788276302
8,10,2022-09-30,Distribution,2.784161517345803
8,10,2023-03-31,Distribution,1.483480145540908
8,10,2023-06-30,Distribution,1.359034786856527
8,10,2023-09-30,Distribution,0.9171449435501338
8,16,2010-06-30,Capital Call,-0.3167707312171269
8,16,2010-09-30,Capital Call,-0.28139398882009414
8,16,2011-09-30,Capital Call,-0.11305218883011982
8,16,2012-03-31,Capital Call,-0.1478693972142966
8,16,2012-12-31,Capital Call,-0.3092671095349463
8,16,2014-09-30,Capital Call,-0.2956334876340918
8,16,2016-09-30,Distribution,0.753558929369266
8,16,2017-03-31,Distribution,0.7421550782268963
8,16,2017-06-30,Distribution,0.5667629446740146
8,16,2017-09-30,Distribution,0.48099907620078264
8,16,2018-09-30,Distribution,0.24011631470376646
8,16,2019-06-30,Distribution,0.2721699411708303
8,16,2019-09-30,Distribution,0.322665844647504
8,16,2020-03-31,Distribution,0.0875616195130244
8,16,2020-12-31,Distribution,0.530243674083498
8,16,2021-03-31,Distribution,0.8336510653998319
8,16,2021-06-30,Distribution,0.436999816193147
8,16,2021-09-30,Distribution,0.28866102135001204
9,17,2010-12-31,Capital Call,-0.5252998300579467
9,17,2011-09-30,Capital Call,-0.3892050973332715
9,17,2011-12-31,Capital Call,-0.6049241327180679
9,17,2012-06-30,Capital Call,-0.6220955892645728
9,17,2012-12-31,Capital Call,-0.7221055306124216
9,17,2013-03-31,Capital Call,-0.4099130509792503
9,17,2013-09-30,Capital Call,-0.30489689325213126
9,17,2018-03-31,Distribution,2.052144497504983
9,17,2018-06-30,Distribution,2.5617448869519066
9,17,2018-12-31,Distribution,0.9515605515164876
9,17,2019-06-30,Distribution,0.4811213985568196
9,17,2019-09-30,Distribution,0.435677264686741
9,17,2019-12-31,Distribution,0.9783578253940668
9,17,2020-03-31,Distribution,0.3414575582705258
9,17,2020-12-31,Distribution,1.8969139586315693
9,17,2021-03-31,Distribution,1.5007106347367678
9,17,2021-12-31,Distribution,0.7851041507066115
9,17,2022-03-31,Distribution,1.8360091901507996
9,17,2022-06-30,Distribution,0.7838090613830438
9,17,2022-09-30,Distribution,0.7474441325137058
9,25,2013-12-31,Capital Call,-0.35147629093515736
9,25,2014-03-31,Capital Call,-0.48489341390323815
9,25,2014-06-30,Capital Call,-0.9500745369899163
9,25,2014-09-30,Capital Call,-0.5626652995373342
9,25,2016-03-31,Capital Call,-0.5197600617526021
9,25,2016-09-30,Capital Call,-0.4956608930391355
9,25,2018-06-30,Capital Call,-0.4401866104898252
9,25,2019-03-31,Distribution,1.4984320494533392
9,25,2020-12-31,Distribution,1.7204610345230908
9,25,2021-12-31,Distribution,3.5343304768387456
9,25,2023-12-31,Distribution,8.6860796595431
9,22,2011-12-31,Capital Call,-0.44815942773257494
9,22,2012-12-31,Capital Call,-0.9314707626157237
9,22,2014-03-31,Capital Call,-0.9678031505504948
9,22,2014-06-30,Capital Call,-0.9000611767987516
9,22,2014-09-30,Capital Call,-0.8912872150587602
9,22,2015-03-31,Capital Call,-0.7867870127791944
9,22,2017-09-30,Distribution,2.1966712258551473
9,22,2017-12-31,Distribution,2.5218950194832597
9,22,2019-03-31,Distribution,1.8150439665713614
9,22,2020-03-31,Distribution,0.636934648692814
9,22,2020-06-30,Distribution,0.77023127279201
9,22,2021-12-31,Distribution,4.882756624905489
9,22,2022-03-31,Distribution,4.789425765247757
9,22,2022-06-30,Distribution,3.357359613074884
9,22,2022-12-31,Distribution,11.362640140867342
10,15,2011-03-31,Capital Call,-0.12774412330666293
10,15,2011-06-30,Capital Call,-0.12573215831706908
10,15,2011-12-31,Capital Call,-0.24470104365964138
10,15,2014-03-31,Capital Call,-0.0688538812210531
10,15,2015-06-30,Capital Call,-0.1161118135674918
10,15,2017-06-30,Distribution,0.2680169613434026
10,15,2017-12-31,Distribution,0.5064033845396995
10,15,2018-03-31,Distribution,0.40258271445870486
10,15,2019-03-31,Distribution,0.24566389276536543
10,15,2019-12-31,Distribution,0.12074337517885961
10,15,2020-03-31,Distribution,0.03797022992328813
10,15,2020-06-30,Distribution,0.06191617843445784
10,15,2021-03-31,Distribution,0.47739249838770315
10,15,2021-09-30,Distribution,0.1471217593511202
10,15,2021-12-31,Distribution,0.3871487963391112
10,15,2022-09-30,Distribution,0.17434243860378026
10,15,2022-12-31,Distribution,0.6914512457600449
10,24,2010-06-30,Capital Call,-0.15506331940258702
10,24,2010-09-30,Capital Call,-0.31306480306379836
10,24,2010-12-31,Capital Call,-0.22939413811037465
10,24,2011-03-31,Capital Call,-0.2083397739040462
10,24,2011-09-30,Capital Call,-0.17547366806719542
10,24,2012-06-30,Capital Call,-0.1421839740565307
10,24,2012-09-30,Capital Call,-0.341393091952657
10,24,2014-03-31,Capital Call,-0.19508723144281048
10,24,2015-06-30,Distribution,0.181999652079217
10,24,2017-06-30,Distribution,0.7671257380404298
10,24,2017-12-31,Distribution,1.1356757017432724
10,24,2018-06-30,Distribution,1.1597766502298679
10,24,2018-09-30,Distribution,0.5689092606558129
10,24,2019-12-31,Distribution,0.26013534779858505
10,24,2020-03-31,Distribution,0.22525149193158853
10,24,2021-09-30,Distribution,0.8010134596308675
10,24,2021-12-31,Distribution,1.1145666990296654
10,24,2022-03-31,Distribution,0.527318812390644
10,4,2011-12-31,Capital Call,-0.1977979108385191
10,4,2012-06-30,Capital Call,-0.2602329878049117
10,4,2013-12-31,Capital Call,-0.0985481478350006
10,4,2014-03-31,Capital Call,-0.23449943831871015
10,4,2015-03-31,Capital Call,-0.11892082568175366
10,4,2016-03-31,Capital Call,-0.10289668737940953
10,4,2016-06-30,Capital Call,-0.18834413237756836
10,4,2018-12-31,Distribution,0.48844124745954687
10,4,2019-06-30,Distribution,0.4458525556625072
10,4,2020-03-31,Distribution,0.06187798984914661
10,4,2020-06-30,Distribution,0.10986694795415661
10,4,2022-06-30,Distribution,1.2863143552738625
10,4,2022-12-31,Distribution,3.519687628658031
10,6,2010-06-30,Capital Call,-0.07217093340949451
10,6,2010-09-30,Capital Call,-0.2073370927618373
10,6,2010-12-31,Capital Call,-0.1697173800674743
10,6,2011-06-30,Capital Call,-0.12413211382434582
10,6,2011-12-31,Capital Call,-0.11288354539559338
10,6,2012-06-30,Capital Call,-0.13211422238296328
10,6,2013-06-30,Capital Call,-0.08812975568243955
10,6,2014-12-31,Capital Call,-0.11755393149472936
10,6,2015-06-30,Distribution,0.04769821166232746
10,6,2018-12-31,Distribution,0.5401624763130595
10,6,2019-12-31,Distribution,1.1141734390038707
10,6,2020-06-30,Distribution,0.39035829231676145
10,6,2020-09-30,Distribution,1.6906614652072003
10,6,2020-12-31,Distribution,0.36798449187548027
10,6,2021-09-30,Distribution,0.935018548916317
10,6,2021-12-31,Distribution,0.7989062711045573
11,6,2010-06-30,Capital Call,-0.2884964946065105
11,6,2010-09-30,Capital Call,-0.27032511546876925
11,6,2011-12-31,Capital Call,-0.32548215004708714
11,6,2012-09-30,Capital Call,-0.3738202381695713
11,6,2013-12-31,Capital Call,-0.15005996547918576
11,6,2018-03-31,Distribution,0.5477077235835887
11,6,2018-09-30,Distribution,0.5895154477397381
11,6,2019-03-31,Distribution,0.3428149741623722
11,6,2019-09-30,Distribution,1.180704363873847
11,6,2019-12-31,Distribution,1.2277282554481095
11,6,2020-03-31,Distribution,0.09854122935223218
11,6,2020-06-30,Distribution,0.12804734840905826
11,6,2020-12-31,Distribution,0.3823715617993331
11,6,2021-03-31,Distribution,0.428938590620044
11,6,2021-06-30,Distribution,0.5731849788165458
11,6,2021-09-30,Distribution,1.2097737462258993
11,6,2021-12-31,Distribution,0.9097679023965226
12,24,2010-12-31,Capital Call,-0.2705224196902602
12,24,2011-03-31,Capital Call,-0.3176774769068933
12,24,2011-09-30,Capital Call,-0.5156490020816756
12,24,2012-06-30,Capital Call,-0.20356960108019614
12,24,2014-09-30,Capital Call,-0.27967120805180623
12,24,2015-06-30,Capital Call,-0.518346177722277
12,24,2015-12-31,Distribution,0.15142103372311672
12,24,2016-06-30,Distribution,0.1735198405318429
12,24,2018-03-31,Distribution,0.45089457072317113
12,24,2019-06-30,Distribution,0.6967215036776273
12,24,2019-12-31,Distribution,1.5395998304031486
12,24,2020-06-30,Distribution,0.8379009304742925
12,24,2020-12-31,Distribution,2.129344114014784
12,24,2021-03-31,Distribution,1.2736587117919873
12,24,2021-12-31,Distribution,4.5313698103712134
12,21,2010-12-31,Capital Call,-0.2699824641251032
12,21,2011-06-30,Capital Call,-0.15994650942054905
12,21,2011-09-30,Capital Call,-0.17399002154005253
12,21,2013-03-31,Capital Call,-0.15684353062079112
12,21,2016-06-30,Distribution,0.031050253813724383
12,21,2018-12-31,Distribution,0.31992323127427474
12,21,2019-06-30,Distribution,0.6372282011194704
12,21,2020-12-31,Distribution,0.7871782402889811
12,21,2021-03-31,Distribution,0.574836902552483
12,21,2022-06-30,Distribution,1.007132057805906
13,15,2011-03-31,Capital Call,-0.33575534031684184
13,15,2011-09-30,Capital Call,-0.16047190227666702
13,15,2015-12-31,Distribution,0.04760203795200994
13,15,2016-06-30,Distribution,0.04491391815085486
13,15,2016-09-30,Distribution,0.11254159378356823
13,15,2017-06-30,Distribution,0.3678495222441691
13,15,2018-12-31,Distribution,0.2564003566615262
13,15,2019-03-31,Distribution,0.10365911867915917
13,15,2019-09-30,Distribution,0.12750397171507444
13,15,2020-03-31,Distribution,0.0641834340432384
13,15,2020-06-30,Distribution,0.08818943478571913
13,15,2020-12-31,Distribution,0.3418348979396014
13,15,2021-03-31,Distribution,0.58535319518293
13,15,2021-06-30,Distribution,0.482934619781802
13,4,2012-12-31,Capital Call,-0.19268291249653227
13,4,2013-06-30,Capital Call,-0.39055981889762315
13,4,2014-06-30,Capital Call,-0.18546047679175845
13,4,2019-12-31,Distribution,0.2093831298385858
13,4,2021-06-30,Distribution,0.8274247331320541
13,4,2021-09-30,Distribution,0.3586211944117164
13,4,2022-09-30,Distribution,1.142121174971951
13,4,2022-12-31,Distribution,1.4614247304106598
13,4,2023-06-30,Distribution,1.6687274342992502
13,4,2023-12-31,Distribution,2.6203171722774425
14,13,2013-12-31,Capital Call,-0.213676028165572
14,13,2014-03-31,Capital Call,-0.22476330466385336
14,13,2014-06-30,Capital Call,-0.14470159394071855
14,13,2014-09-30,Capital Call,-0.30601521890909944
14,13,2014-12-31,Capital Call,-0.12904944851199227
14,13,2015-06-30,Capital Call,-0.09933235923380816
14,13,2018-03-31,Capital Call,-0.24962863919268036
14,13,2021-06-30,Distribution,0.8262596984903081
14,13,2021-09-30,Distribution,0.6829422692647693
14,13,2022-12-31,Distribution,2.9952416349314426
14,5,2010-03-31,Capital Call,-0.15737016936804954
14,5,2010-09-30,Capital Call,-0.3748799187967672
14,5,2010-12-31,Capital Call,-0.1643620627540778
