investor_id,fund_id,date,nav_m
2,8,2017-09-30,4.097747997717444
2,8,2017-12-31,4.479048732513137
2,8,2018-03-31,4.894889442428465
2,8,2018-06-30,5.3812681770266675
2,8,2018-09-30,4.682003714654418
2,8,2018-12-31,4.826665848005143
2,8,2019-03-31,5.171947521977943
2,8,2019-06-30,5.580847977624718
2,8,2019-09-30,4.741057381669464
2,8,2019-12-31,4.53238189845891
2,8,2020-03-31,4.582128257555352
2,8,2020-06-30,4.653719962479794
2,8,2020-09-30,4.954289792375776
2,8,2020-12-31,4.340820649684687
2,8,2021-03-31,3.7683366744564513
2,8,2021-06-30,2.8966602724406307
2,8,2021-09-30,3.2914396771219474
2,8,2021-12-31,2.8787511377229187
2,8,2022-03-31,2.7399840123087302
2,8,2022-06-30,3.172145431804179
2,8,2022-09-30,3.764464265004432
2,7,2010-03-31,0.2619040501676518
2,7,2010-06-30,0.39537760712698505
2,7,2010-09-30,0.8384802694420912
2,7,2010-12-31,0.858980200202284
2,7,2011-03-31,0.8632289989424873
2,7,2011-06-30,0.8862654982472431
2,7,2011-09-30,0.8911049957257395
2,7,2011-12-31,1.2132995563085214
2,7,2012-03-31,1.539947032142625
2,7,2012-06-30,1.5916043170284941
2,7,2012-09-30,1.9620685994223523
2,7,2012-12-31,2.1274792810549608
2,7,2013-03-31,2.4144085458760913
2,7,2013-06-30,2.5017874906155746
2,7,2013-09-30,3.044478979862451
2,7,2013-12-31,3.2948794411635944
2,7,2014-03-31,3.7096789558084846
2,7,2014-06-30,4.0660679904714385
2,7,2014-09-30,4.461615527889609
2,7,2014-12-31,4.987175407851745
2,7,2015-03-31,5.331867360273221
2,7,2015-06-30,5.629402085814355
2,7,2015-09-30,5.928652292177881
2,7,2015-12-31,6.055793172389656
2,7,2016-03-31,6.1244850772349695
2,7,2016-06-30,6.137087526559862
2,7,2016-09-30,6.414171410259483
2,7,2016-12-31,7.180723516224884
2,7,2017-03-31,8.516156117596797
2,7,2017-06-30,8.81305145719663
2,7,2017-09-30,9.066131753649794
2,7,2017-12-31,8.473761165374809
2,7,2018-03-31,9.021230545898206
2,7,2018-06-30,8.390310447746515
2,7,2018-09-30,7.938360554688383
2,7,2018-12-31,8.369681096085673
2,7,2019-03-31,8.766564149514556
2,7,2019-06-30,8.818038947077572
2,7,2019-09-30,9.244056314194074
2,7,2019-12-31,10.239147252946898
2,7,2020-03-31,10.768539515943296
2,7,2020-06-30,11.529261741433956
2,7,2020-09-30,12.356482026760787
2,7,2020-12-31,13.458500957360453
2,7,2021-03-31,15.255753460014793
2,7,2021-06-30,12.181639242517935
2,7,2021-09-30,13.729831728605363
2,7,2021-12-31,13.847923238537128
2,1,2012-03-31,0.0
2,1,2012-06-30,0.0
2,1,2012-09-30,0.1450288406880819
2,1,2012-12-31,0.14882849282970567
2,1,2013-03-31,0.15537228800128167
2,1,2013-06-30,0.1614930459430865
2,1,2013-09-30,0.17174948417376984
2,1,2013-12-31,0.1770998898951449
2,1,2014-03-31,0.1860594993505884
2,1,2014-06-30,0.20237698292361592
2,1,2014-09-30,0.22122302691929957
2,1,2014-12-31,0.23650247695093599
2,1,2015-03-31,0.2572891861463132
2,1,2015-06-30,0.26225977569742315
2,1,2015-09-30,0.2693407368279831
2,1,2015-12-31,0.5594486853411103
2,1,2016-03-31,1.008528008633995
2,1,2016-06-30,1.045894450458389
2,1,2016-09-30,1.1227905953633144
2,1,2016-12-31,1.160781823479727
2,1,2017-03-31,1.2349876837312213
2,1,2017-06-30,1.3140670398169614
2,1,2017-09-30,1.3113778077076137
2,1,2017-12-31,1.440031151721125
2,1,2018-03-31,1.5727878252182323
2,1,2018-06-30,1.6676963150780508
2,1,2018-09-30,1.3943405184485969
2,1,2018-12-31,1.4076613738666095
2,1,2019-03-31,1.525071985866917
2,1,2019-06-30,1.5966093251778957
2,1,2019-09-30,1.8192356897382391
2,1,2019-12-31,1.9424762831493596
2,1,2020-03-31,1.9869503909985655
2,1,2020-06-30,2.0533122455214396
2,1,2020-09-30,1.9205363988532997
2,1,2020-12-31,1.9950904097240985
2,1,2021-03-31,2.1803883322594926
2,1,2021-06-30,1.953687234212429
2,1,2021-09-30,2.112883005082004
2,1,2021-12-31,1.9578844709403198
2,1,2022-03-31,1.6680442612568078
2,1,2022-06-30,1.7507773335862777
2,1,2022-09-30,1.8610411309746622
2,1,2022-12-31,1.5198281582513367
2,1,2023-03-31,1.5939968063106182
2,1,2023-06-30,1.2572500019558004
2,1,2023-09-30,1.0603096911668555
2,1,2023-12-31,0.84944994640369
3,18,2010-06-30,0.0
3,18,2010-09-30,0.0
3,18,2010-12-31,0.1821552444846044
3,18,2011-03-31,0.19014219117730463
3,18,2011-06-30,0.47368274081763867
3,18,2011-09-30,0.48657392882269473
3,18,2011-12-31,0.8135201507854916
3,18,2012-03-31,0.8709454632982585
3,18,2012-06-30,0.8835880187054873
3,18,2012-09-30,0.9039212420189557
3,18,2012-12-31,0.9766846719073647
3,18,2013-03-31,1.111322114798054
3,18,2013-06-30,1.1935312472619326
3,18,2013-09-30,1.3609770571374522
3,18,2013-12-31,1.4984522136598886
3,18,2014-03-31,1.6570003583479596
3,18,2014-06-30,1.7516678497636162
3,18,2014-09-30,2.0539690942059394
3,18,2014-12-31,2.271336460402276
3,18,2015-03-31,2.2806150469999587
3,18,2015-06-30,2.4302044163774603
3,18,2015-09-30,2.524177632004584
3,18,2015-12-31,2.56484366182077
3,18,2016-03-31,2.6886299104013127
3,18,2016-06-30,2.6935053991109323
3,18,2016-09-30,2.7937109739131323
3,18,2016-12-31,2.590864187659375
3,18,2017-03-31,2.7573418950798536
3,18,2017-06-30,2.9181319493621225
3,18,2017-09-30,3.2379316967712386
3,18,2017-12-31,3.418215916887056
3,18,2018-03-31,3.3406034142084926
3,18,2018-06-30,3.5027033836253056
3,18,2018-09-30,3.0086839092165363
3,18,2018-12-31,3.186879815743713
3,18,2019-03-31,3.2957958601370523
3,18,2019-06-30,3.512071940703031
3,18,2019-09-30,2.9698826625227963
3,18,2019-12-31,3.2286547053355594
3,18,2020-03-31,3.30741186045971
3,18,2020-06-30,3.5026397148076267
3,18,2020-09-30,3.6458772678146616
3,18,2020-12-31,4.018655444936607
3,18,2021-03-31,4.278522816761505
3,18,2021-06-30,3.335249565873791
3,18,2021-09-30,3.6716937528825064
3,18,2021-12-31,2.8884701724395
3,18,2022-03-31,2.8167798229863013
3,12,2014-09-30,0.2871736272173561
3,12,2014-12-31,0.46264927714273
3,12,2015-03-31,0.5116325678769579
3,12,2015-06-30,0.7734346291673894
3,12,2015-09-30,0.9163660914015013
3,12,2015-12-31,1.1010412833253465
3,12,2016-03-31,1.1359982769656518
3,12,2016-06-30,1.1565432144936154
3,12,2016-09-30,1.2684016913933345
3,12,2016-12-31,1.365757535722544
3,12,2017-03-31,1.472756483591424
3,12,2017-06-30,1.6664149947386695
3,12,2017-09-30,1.7476040296159023
3,12,2017-12-31,1.8374588038786521
3,12,2018-03-31,2.0897692233059932
3,12,2018-06-30,2.720889690194514
3,12,2018-09-30,2.9005029257331305
3,12,2018-12-31,3.031098938898664
3,12,2019-03-31,3.251586057013329
3,12,2019-06-30,3.5947398507819464
3,12,2019-09-30,3.5471769631598082
3,12,2019-12-31,3.812425707696912
3,12,2020-03-31,3.9513265244943834
3,12,2020-06-30,4.120251709942038
3,12,2020-09-30,4.4668919721844
3,12,2020-12-31,4.02251294909916
3,12,2021-03-31,4.3736474411458826
3,12,2021-06-30,4.242377064121331
3,12,2021-09-30,3.762249441804428
3,12,2021-12-31,4.080739223208242
3,12,2022-03-31,3.277030410477342
3,12,2022-06-30,3.6082064794236857
3,12,2022-09-30,4.209409365100887
3,12,2022-12-31,4.33703832569416
3,12,2023-03-31,3.3523293974918826
3,12,2023-06-30,3.8493716628538635
3,12,2023-09-30,3.7093699433935035
3,12,2023-12-31,4.420899197891737
3,14,2010-09-30,0.36362910451872005
3,14,2010-12-31,0.371072156673187
3,14,2011-03-31,0.49544455398079995
3,14,2011-06-30,0.5212379976533895
3,14,2011-09-30,0.7071699834907542
3,14,2011-12-31,0.7325041512378303
3,14,2012-03-31,1.1216075153100935
3,14,2012-06-30,1.1425115881012564
3,14,2012-09-30,1.5444984887622448
3,14,2012-12-31,1.5849527304459017
3,14,2013-03-31,1.6831562101129625
3,14,2013-06-30,1.7234388295111218
3,14,2013-09-30,1.8484243651475765
3,14,2013-12-31,1.9454314501671977
3,14,2014-03-31,2.039989405452542
3,14,2014-06-30,2.1453214034460273
3,14,2014-09-30,2.245258124496895
3,14,2014-12-31,2.5245381669897227
3,14,2015-03-31,2.685332175054389
3,14,2015-06-30,2.814884539817047
3,14,2015-09-30,2.7767049040214906
3,14,2015-12-31,2.833307782233209
3,14,2016-03-31,2.9237939190672093
3,14,2016-06-30,2.945418735907172
3,14,2016-09-30,3.0976499028442244
3,14,2016-12-31,3.194796113227095
3,14,2017-03-31,3.206628852796587
3,14,2017-06-30,2.9393372004870884
3,14,2017-09-30,2.650417182219501
3,14,2017-12-31,2.8065552553206086
3,14,2018-03-31,2.9227360110416387
3,14,2018-06-30,3.057469571613533
3,14,2018-09-30,3.424546227837118
3,14,2018-12-31,3.75355729651304
3,14,2019-03-31,3.3635873469233344
3,14,2019-06-30,3.326915550307054
3,14,2019-09-30,3.4707556237352697
3,14,2019-12-31,3.693140731054151
3,14,2020-03-31,3.7225121365074743
3,14,2020-06-30,3.7232905608807267
3,14,2020-09-30,3.4671876734275724
3,14,2020-12-31,3.153948338934824
3,14,2021-03-31,3.0584768242349334
3,14,2021-06-30,2.686239305486837
3,14,2021-09-30,2.706835644036861
3,14,2021-12-31,2.4070810004936467
3,14,2022-03-31,2.021346880705042
3,14,2022-06-30,1.431695126051319
3,2,2010-09-30,0.15429743804218302
3,2,2010-12-31,0.45461913179503854
3,2,2011-03-31,0.46619145151077723
3,2,2011-06-30,0.4974230574077871
3,2,2011-09-30,0.5007504202662444
3,2,2011-12-31,0.5189994263332568
3,2,2012-03-31,0.976486575661875
3,2,2012-06-30,1.0233305271029345
3,2,2012-09-30,1.3397315352623327
3,2,2012-12-31,1.3897981160419532
3,2,2013-03-31,1.4177174217040036
3,2,2013-06-30,1.5257660438797864
3,2,2013-09-30,1.6810755046462307
3,2,2013-12-31,1.6921117082123973
3,2,2014-03-31,1.821377601146083
3,2,2014-06-30,1.9542428534687097
3,2,2014-09-30,2.046926511123218
3,2,2014-12-31,2.310088506342339
3,2,2015-03-31,2.5568966806765214
3,2,2015-06-30,2.6584228654841637
3,2,2015-09-30,2.5757568965721283
3,2,2015-12-31,2.7138226031604686
3,2,2016-03-31,2.7652760957952673
3,2,2016-06-30,2.8119845840957964
3,2,2016-09-30,2.7865572301887016
3,2,2016-12-31,2.947693657195053
3,2,2017-03-31,2.50947909184717
3,2,2017-06-30,2.545263303854487
3,2,2017-09-30,2.694134779834526
3,2,2017-12-31,2.8828737850318973
3,2,2018-03-31,2.874638125217672
3,2,2018-06-30,2.233447045616079
3,2,2018-09-30,1.8556893730258706
3,2,2018-12-31,1.9166406251677364
3,2,2019-03-31,1.7241124620235162
3,2,2019-06-30,1.8412736499011673
3,2,2019-09-30,1.857293618174661
3,2,2019-12-31,1.5021862774122292
3,2,2020-03-31,1.5740076118567643
3,2,2020-06-30,1.6362682238656345
3,2,2020-09-30,1.8548661183877084
3,2,2020-12-31,1.7090330302979222
3,2,2021-03-31,1.9008793107473752
3,2,2021-06-30,2.154330327426472
3,2,2021-09-30,2.2012625474071856
3,2,2021-12-31,2.765979971314418
3,2,2022-03-31,2.1874138601091224
3,2,2022-06-30,1.9414023183759332
4,25,2013-12-31,0.20979505101721932
4,25,2014-03-31,0.44918041022671945
4,25,2014-06-30,0.447205965401088
4,25,2014-09-30,0.74866023707954
4,25,2014-12-31,0.791123386523305
4,25,2015-03-31,0.8371790368858181
4,25,2015-06-30,0.8861620774794708
4,25,2015-09-30,1.0752267549032608
4,25,2015-12-31,1.1241579940081898
4,25,2016-03-31,1.1665193611601101
4,25,2016-06-30,1.1829438607417104
4,25,2016-09-30,1.5083109655190783
4,25,2016-12-31,1.63998252874568
4,25,2017-03-31,1.7570156319509598
4,25,2017-06-30,1.8094953308516415
4,25,2017-09-30,1.9472589385635393
4,25,2017-12-31,2.1159012841336873
4,25,2018-03-31,2.3049621357728247
4,25,2018-06-30,2.4489344002560687
4,25,2018-09-30,2.6169063698629604
4,25,2018-12-31,2.6580401785181174
4,25,2019-03-31,2.8076707283402085
4,25,2019-06-30,2.905889882292846
4,25,2019-09-30,3.040535839236152
4,25,2019-12-31,3.2893202456934594
4,25,2020-03-31,3.4408534380476246
4,25,2020-06-30,3.4935668282338077
4,25,2020-09-30,3.30680653242279
4,25,2020-12-31,3.8218619668278335
4,25,2021-03-31,4.172860417429173
4,25,2021-06-30,4.434717950585637
4,25,2021-09-30,3.7476040184148305
4,25,2021-12-31,3.823829197694004
4,25,2022-03-31,3.0913784707394187
4,25,2022-06-30,3.3622153588619947
4,25,2022-09-30,3.8917052502717704
4,25,2022-12-31,4.8202653465955985
4,25,2023-03-31,5.549233556256468
4,25,2023-06-30,5.9963070699800785
4,25,2023-09-30,3.089846171077735
4,25,2023-12-31,3.310588844155877
4,9,2011-12-31,0.1895543417319456
4,9,2012-03-31,0.4570608984354603
4,9,2012-06-30,0.758278948269693
4,9,2012-09-30,0.7942341098409672
4,9,2012-12-31,1.0808264306131856
4,9,2013-03-31,1.1060804223886105
4,9,2013-06-30,1.1863721628559984
4,9,2013-09-30,1.2538961629334147
4,9,2013-12-31,1.3022966678572463
4,9,2014-03-31,1.4010989111043706
4,9,2014-06-30,1.6021087196415158
4,9,2014-09-30,1.7531776667178596
4,9,2014-12-31,2.143834514084811
4,9,2015-03-31,2.155529211270504
4,9,2015-06-30,2.2219820683604037
4,9,2015-09-30,2.649593389686158
4,9,2015-12-31,2.7044413496515745
4,9,2016-03-31,2.7597567492665624
4,9,2016-06-30,3.0588288989600105
4,9,2016-09-30,3.2326621341825676
4,9,2016-12-31,3.474030682836746
4,9,2017-03-31,3.6618025997977566
4,9,2017-06-30,3.862292279101871
4,9,2017-09-30,4.087826428756027
4,9,2017-12-31,4.37383560172049
4,9,2018-03-31,4.067522314309223
4,9,2018-06-30,4.283287187658622
4,9,2018-09-30,4.661648964143287
4,9,2018-12-31,4.955640106422183
4,9,2019-03-31,4.666271015773916
4,9,2019-06-30,4.213551598383206
4,9,2019-09-30,3.6522531749838185
4,9,2019-12-31,3.679316107439794
4,9,2020-03-31,3.7940719212140532
4,9,2020-06-30,3.7607785928215702
4,9,2020-09-30,3.45086356517642
4,9,2020-12-31,3.881824579081254
4,9,2021-03-31,4.181490923145966
4,9,2021-06-30,4.901371817634066
4,9,2021-09-30,3.9521580532793434
4,9,2021-12-31,3.0547671233005715
4,9,2022-03-31,3.3778740845972206
4,9,2022-06-30,3.5910788315508286
4,9,2022-09-30,2.608118596993564
4,9,2022-12-31,1.983995784263154
4,9,2023-03-31,2.5746637052090753
4,9,2023-06-30,2.9755465772609533
4,9,2023-09-30,3.3381545744996846
4,14,2010-06-30,0.1927593623258544
4,14,2010-09-30,0.19800724015354446
4,14,2010-12-31,0.20100741172929368
4,14,2011-03-31,0.20247279374552715
4,14,2011-06-30,0.4296359438096563
4,14,2011-09-30,0.7784148448953256
4,14,2011-12-31,0.8247473202065922
4,14,2012-03-31,0.8358094328045411
4,14,2012-06-30,0.8556189858150255
4,14,2012-09-30,0.9109810813727117
4,14,2012-12-31,0.9366357553363608
4,14,2013-03-31,0.9800276304877896
4,14,2013-06-30,1.1522210256682188
4,14,2013-09-30,1.2182057067214407
4,14,2013-12-31,1.3533489418769225
4,14,2014-03-31,1.55476095456848
4,14,2014-06-30,1.635538039908409
4,14,2014-09-30,1.7216963371511846
4,14,2014-12-31,2.186752125415862
4,14,2015-03-31,2.290124536697234
4,14,2015-06-30,2.4260253981465407
4,14,2015-09-30,2.4511621188714185
4,14,2015-12-31,2.574820211202445
4,14,2016-03-31,2.6788302611554973
4,14,2016-06-30,2.774951676830947
4,14,2016-09-30,3.1275577485417307
4,14,2016-12-31,3.3623453278471174
4,14,2017-03-31,3.6382663901209797
4,14,2017-06-30,3.833261507785697
4,14,2017-09-30,4.150225709514696
4,14,2017-12-31,4.544813562763517
4,14,2018-03-31,4.890035361260026
4,14,2018-06-30,4.2765202408358745
4,14,2018-09-30,4.542036516488662
4,14,2018-12-31,4.589120183524619
4,14,2019-03-31,4.85996591580795
4,14,2019-06-30,4.044867630812934
4,14,2019-09-30,3.946414665185051
4,14,2019-12-31,4.1124836354416
4,14,2020-03-31,4.267319302061929
4,14,2020-06-30,4.432256956901245
4,14,2020-09-30,4.806697753447362
4,14,2020-12-31,4.108486037304772
4,14,2021-03-31,4.102149858378237
4,14,2021-06-30,3.3533356283172804
4,14,2021-09-30,2.6506273773919258
4,14,2021-12-31,2.333037805407256
4,14,2022-03-31,2.7185444343641256
4,4,2012-12-31,0.0
4,4,2013-03-31,0.602047249812562
4,4,2013-06-30,0.8958295491094401
4,4,2013-09-30,1.5115583400274892
4,4,2013-12-31,1.7261221758270875
4,4,2014-03-31,1.981922366854305
4,4,2014-06-30,2.113839467439742
4,4,2014-09-30,2.2314297751097247
4,4,2014-12-31,2.405655471807763
4,4,2015-03-31,2.721016030169972
4,4,2015-06-30,2.787384987429065
4,4,2015-09-30,2.8351414308324983
4,4,2015-12-31,2.936023379654514
4,4,2016-03-31,3.008339661512201
4,4,2016-06-30,3.0565548558067452
4,4,2016-09-30,3.238946546173556
4,4,2016-12-31,3.4722466339038207
4,4,2017-03-31,3.5443250951684413
4,4,2017-06-30,3.7615652570910934
4,4,2017-09-30,4.251781442056171
4,4,2017-12-31,4.753274433512759
4,4,2018-03-31,4.985508784113154
4,4,2018-06-30,4.977264009229411
4,4,2018-09-30,4.597374827327503
4,4,2018-12-31,3.705310388655991
4,4,2019-03-31,3.6932985902701962
4,4,2019-06-30,3.0198528419844006
4,4,2019-09-30,3.4038420768075666
4,4,2019-12-31,3.5420923619556617
4,4,2020-03-31,3.59872248753593
4,4,2020-06-30,3.664491558913095
4,4,2020-09-30,3.196322725621887
4,4,2020-12-31,3.3078260500447847
4,4,2021-03-31,3.447548537474476
4,4,2021-06-30,3.6535092837365086
4,4,2021-09-30,4.368318030701099
4,4,2021-12-31,3.361606569268664
4,4,2022-03-31,3.8925949315897372
4,4,2022-06-30,4.371078152641265
4,4,2022-09-30,4.737030014928109
4,4,2022-12-31,5.290959677863518
4,4,2023-03-31,6.061290529580395
4,4,2023-06-30,6.689767995940467
4,4,2023-09-30,7.037388896525742
4,4,2023-12-31,3.8005398992092854
5,4,2013-12-31,0.24452285167520044
5,4,2014-03-31,0.26556055095392134
5,4,2014-06-30,0.5217937400350724
5,4,2014-09-30,0.5736625246234783
5,4,2014-12-31,0.6554414322481061
5,4,2015-03-31,0.7345700974961094
5,4,2015-06-30,1.0807482005613582
5,4,2015-09-30,1.1201672277305434
5,4,2015-12-31,1.1649671297026376
5,4,2016-03-31,1.203795644482168
5,4,2016-06-30,1.5682866034368634
5,4,2016-09-30,1.605455337425169
5,4,2016-12-31,1.6612153212804206
5,4,2017-03-31,1.808697347397343
5,4,2017-06-30,1.9083918125821904
5,4,2017-09-30,2.1675070907659135
5,4,2017-12-31,2.478636029922836
5,4,2018-03-31,2.5831152813756364
5,4,2018-06-30,2.622638190043524
5,4,2018-09-30,2.7267693125451977
5,4,2018-12-31,3.0446401254408446
5,4,2019-03-31,3.1970796494216764
5,4,2019-06-30,3.419658954473059
5,4,2019-09-30,3.6637867645239246
5,4,2019-12-31,4.060568167638981
5,4,2020-03-31,4.101038771803532
5,4,2020-06-30,4.457153387323616
5,4,2020-09-30,5.073003924988774
5,4,2020-12-31,5.4636962887261955
5,4,2021-03-31,5.994243660582692
5,4,2021-06-30,5.976797853351339
5,4,2021-09-30,6.358344969050571
5,4,2021-12-31,7.77536321253029
5,4,2022-03-31,9.070811563902842
5,4,2022-06-30,10.00792884769993
5,4,2022-09-30,10.519952964341915
5,4,2022-12-31,11.452281301648613
5,4,2023-03-31,13.186081889839565
5,4,2023-06-30,16.120552288011673
5,4,2023-09-30,21.31738752812383
5,4,2023-12-31,13.435373578162945
5,8,2010-12-31,0.0
5,8,2011-03-31,0.15028040493192282
5,8,2011-06-30,0.34778965992263844
5,8,2011-09-30,0.35898119248106325
5,8,2011-12-31,0.37067980064472816
5,8,2012-03-31,0.3781725136819487
5,8,2012-06-30,0.3853726009440729
5,8,2012-09-30,0.40565482835638317
5,8,2012-12-31,0.42876331946552
5,8,2013-03-31,0.6720295502972838
5,8,2013-06-30,0.6876889537202868
5,8,2013-09-30,1.0108052830515901
5,8,2013-12-31,1.3944202111231807
5,8,2014-03-31,1.7253836147559614
5,8,2014-06-30,1.9111609118725172
5,8,2014-09-30,2.1138361113485917
5,8,2014-12-31,2.2427923902182916
5,8,2015-03-31,2.35601469582867
5,8,2015-06-30,2.377704599358034
5,8,2015-09-30,2.396253052752128
5,8,2015-12-31,2.5578573105446147
5,8,2016-03-31,2.6147819087994963
5,8,2016-06-30,2.6708698660023535
5,8,2016-09-30,2.8961228309922955
5,8,2016-12-31,2.9598078793043445
5,8,2017-03-31,2.985771139334182
5,8,2017-06-30,3.2118421700603363
5,8,2017-09-30,3.184736909416195
5,8,2017-12-31,3.2751676892437467
5,8,2018-03-31,3.602008299900124
5,8,2018-06-30,3.8967709631683283
5,8,2018-09-30,4.304975655306886
5,8,2018-12-31,4.79240273315379
5,8,2019-03-31,5.189452166626596
5,8,2019-06-30,5.644410265086853
5,8,2019-09-30,5.901873301140797
5,8,2019-12-31,6.282465065875762
5,8,2020-03-31,6.504779002074301
5,8,2020-06-30,7.020600835035342
5,8,2020-09-30,6.13132653026844
5,8,2020-12-31,5.445161600846297
5,8,2021-03-31,5.153576290588801
5,8,2021-06-30,5.064586444401219
5,8,2021-09-30,5.753791527355798
5,8,2021-12-31,7.176008752634303
5,8,2022-03-31,7.234591584846851
5,8,2022-06-30,5.31867871223462
5,8,2022-09-30,4.074482314994299
5,15,2010-06-30,0.3636652574545606
5,15,2010-09-30,0.37329232002637586
5,15,2010-12-31,0.661638671048164
5,15,2011-03-31,0.6732126584676136
5,15,2011-06-30,0.8257030264118554
5,15,2011-09-30,1.257264458489872
5,15,2011-12-31,1.4311595124490184
5,15,2012-03-31,1.7844381243673304
5,15,2012-06-30,1.853487130522455
5,15,2012-09-30,2.2458048068974437
5,15,2012-12-31,2.338269748288174
5,15,2013-03-31,2.6239082696265146
5,15,2013-06-30,2.70791241437376
5,15,2013-09-30,2.7880502411393784
5,15,2013-12-31,2.9136958036123373
5,15,2014-03-31,3.0890127150755418
5,15,2014-06-30,3.286398646030735
5,15,2014-09-30,3.557461734419814
5,15,2014-12-31,3.651762344546284
5,15,2015-03-31,3.823158510537488
5,15,2015-06-30,4.001679237306917
5,15,2015-09-30,4.097631501686835
5,15,2015-12-31,4.324499066811363
5,15,2016-03-31,4.464069328750394
5,15,2016-06-30,4.616354005833017
5,15,2016-09-30,5.1988097913920175
5,15,2016-12-31,5.582599517190123
5,15,2017-03-31,5.687387196192067
5,15,2017-06-30,6.133171780302892
5,15,2017-09-30,5.068606021758884
5,15,2017-12-31,5.545091661720108
5,15,2018-03-31,6.2517593655548325
5,15,2018-06-30,6.53148636861242
5,15,2018-09-30,7.425642500477464
5,15,2018-12-31,7.048513744965535
5,15,2019-03-31,7.75381394508371
5,15,2019-06-30,8.604933846468237
5,15,2019-09-30,9.61729495962614
5,15,2019-12-31,8.470260332085557
5,15,2020-03-31,8.788335322909914
5,15,2020-06-30,9.254024602360357
5,15,2020-09-30,10.41683085451047
5,15,2020-12-31,11.06149263897066
5,15,2021-03-31,11.717572988297663
5,15,2021-06-30,10.665801360358653
5,15,2021-09-30,11.14551604083603
5,15,2021-12-31,12.152052883465306
5,15,2022-03-31,13.68689913297927
6,18,2010-09-30,0.2016384553514972
6,18,2010-12-31,0.32478952829057783
6,18,2011-03-31,0.7631282716430376
6,18,2011-06-30,1.127942870354446
6,18,2011-09-30,1.4987469677944447
6,18,2011-12-31,1.840595412220845
6,18,2012-03-31,1.9027798781919332
6,18,2012-06-30,2.226845408047361
6,18,2012-09-30,2.284273597295009
6,18,2012-12-31,2.3982871497181675
6,18,2013-03-31,2.8148534359746287
6,18,2013-06-30,2.8587588752914272
6,18,2013-09-30,2.9892363725303257
6,18,2013-12-31,3.2152128647514564
6,18,2014-03-31,3.3059865062092864
6,18,2014-06-30,3.5416262512347756
6,18,2014-09-30,3.644328354184405
6,18,2014-12-31,3.946814047108115
6,18,2015-03-31,4.230877862755613
6,18,2015-06-30,4.446367303105922
6,18,2015-09-30,4.580325811794871
6,18,2015-12-31,4.778446056138402
